Total Bed Capacity,ICU Availability,Number of Medical Specialties,Key Specialty Presence,CT or MRI available,Specialist Doctor Count,Emergency & Trauma Services,Teaching / Tertiary Status,Hospital Name,Has_Cardiac,Has_Multi-specialty,Has_General,Has_Neuro,Has_Cancer,Bed_to_Doctor_Ratio,Specialty_Density,Capacity_Score,Equipment_Score,Service_Score,Readiness_Score
86,1,11,"Cancer, General, Neuro",1,10,1,0,Midtown General Medical Complex,0,0,1,1,1,7.818181818181818,0.12643678160919541,0.048,2,1,0.8877333333333334
117,1,6,Neuro,0,10,1,0,White Oak Medical Center,0,0,0,1,0,10.636363636363637,0.05084745762711865,0.08933333333333333,1,1,0.5668
173,1,18,"Cardiac, General, Multi-specialty, Neuro",1,20,1,0,Greenwood Hospital,1,1,1,1,0,8.238095238095237,0.10344827586206896,0.164,2,1,0.9692
117,0,11,"Cancer, Cardiac, Neuro",1,15,1,0,Memorial Riverside Medical Center,1,0,0,1,1,7.3125,0.09322033898305085,0.08933333333333333,1,1,0.6001333333333333
377,1,14,"Cancer, Multi-specialty, Neuro",0,47,1,0,Second Trauma Healthcare Center,0,1,0,1,1,7.854166666666667,0.037037037037037035,0.436,1,1,0.7241333333333334
80,1,5,"Cardiac, Multi-specialty",1,9,1,0,Coastal Mercy Healthcare Facility,1,1,0,0,0,8.0,0.06172839506172839,0.04,2,1,0.8453333333333334
760,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,142,1,1,Harborview Saint Medical Complex,1,1,1,1,1,5.314685314685315,0.03810775295663601,0.9466666666666667,2,2,1.4773333333333332
53,1,12,"Cardiac, General",1,10,0,0,Birchwood Health Center,1,0,1,0,0,4.818181818181818,0.2222222222222222,0.004,2,0,0.6812
176,1,24,"Cancer, Cardiac, General, Multi-specialty",1,38,1,1,Central Medical Center,1,1,1,0,1,4.512820512820513,0.13559322033898305,0.168,2,2,1.2104
687,1,24,"Cancer, Cardiac, Multi-specialty",1,85,1,0,Saint Central Clinic 1,1,1,0,0,1,7.988372093023256,0.03488372093023256,0.8493333333333334,2,1,1.2147999999999999
80,0,6,Neuro,1,9,1,0,Central Regional Hospital,0,0,0,1,0,8.0,0.07407407407407407,0.04,1,1,0.552
99,1,5,"Cardiac, Multi-specialty",1,11,1,0,Sunset Unity Healthcare Center,1,1,0,0,0,8.25,0.05,0.06533333333333333,2,1,0.8529333333333332
83,0,10,"Cancer, General, Neuro",0,10,1,0,Fairview General Medical Complex,0,0,1,1,1,7.545454545454546,0.11904761904761904,0.044,0,1,0.27986666666666665
257,0,18,"Cancer, Cardiac, General, Multi-specialty, Neuro",0,30,1,0,Greenwood Medical Facility 1 2,1,1,1,1,1,8.290322580645162,0.06976744186046512,0.276,0,1,0.4028
78,0,6,"Cancer, Cardiac",0,9,0,0,Lakeside Hospital 1,1,0,0,0,1,7.8,0.0759493670886076,0.037333333333333336,0,0,0.05120000000000001
83,0,8,Neuro,0,9,1,0,Saint Eastend Clinic,0,0,0,1,0,8.3,0.09523809523809523,0.044,0,1,0.26653333333333334
724,1,35,"Cancer, Cardiac, Multi-specialty, Neuro",1,159,1,1,Central Medical Medical Complex 1,1,1,0,1,1,4.525,0.04827586206896552,0.8986666666666666,2,2,1.5029333333333335
54,1,10,"Cardiac, General, Multi-specialty",1,10,1,0,Clearwater Faith Medical Center,1,1,1,0,0,4.909090909090909,0.18181818181818182,0.005333333333333333,2,1,0.8682666666666667
218,1,18,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,26,1,0,Brookside Emergency Healthcare Center,1,1,1,1,1,8.074074074074074,0.0821917808219178,0.224,2,1,0.9872
67,0,10,"General, Multi-specialty, Neuro",1,10,1,0,Bayview Medical Center 1 2,0,1,1,1,0,6.090909090909091,0.14705882352941177,0.02266666666666667,1,1,0.5734666666666666
259,1,19,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,38,1,1,Northview Healthcare Facility,1,1,1,1,1,6.641025641025641,0.07307692307692308,0.2786666666666667,2,2,1.2102666666666668
94,0,10,"Cancer, Multi-specialty",1,10,0,0,Grace Bayview Medical Complex,0,1,0,0,1,8.545454545454545,0.10526315789473684,0.058666666666666666,1,0,0.38426666666666665
352,1,11,Multi-specialty,1,40,1,0,Central Healthcare Medical Center 1,0,1,0,0,0,8.585365853658537,0.031161473087818695,0.4026666666666667,2,1,0.9941333333333334
83,0,11,"Cancer, Cardiac, Multi-specialty",0,10,1,0,Springfield Faith Healthcare Center,1,1,0,0,1,7.545454545454546,0.13095238095238096,0.044,0,1,0.2865333333333333
800,1,30,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,172,1,1,Westside Emergency Clinic,1,1,1,1,1,4.624277456647399,0.03745318352059925,1.0,2,2,1.4999999999999998
72,0,7,Cancer,1,9,1,0,Meadowview Medical Facility,0,0,0,0,1,7.2,0.0958904109589041,0.029333333333333333,1,1,0.5554666666666666
112,0,12,"Cancer, Multi-specialty, Neuro",1,11,1,0,Central Healthcare Center,0,1,0,1,1,9.333333333333334,0.10619469026548672,0.08266666666666667,1,1,0.6048
95,1,6,Cancer,0,10,1,0,Hope Bridgeport Medical Center,0,0,0,0,1,8.636363636363637,0.0625,0.06,1,1,0.558
608,1,26,"Cancer, Cardiac, General, Multi-specialty",1,108,1,1,Second Medical Medical Complex,1,1,1,0,1,5.577981651376147,0.042692939244663386,0.744,2,2,1.3965333333333332
72,1,9,"Cardiac, General, Multi-specialty",1,9,1,0,Birchwood Mercy Hospital,1,1,1,0,0,7.2,0.1232876712328767,0.029333333333333333,2,1,0.8688
371,1,17,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,39,1,0,Southside Medical Health Center,1,1,1,1,1,9.275,0.0456989247311828,0.428,2,1,1.0417333333333332
85,1,11,"Cancer, Cardiac",1,10,0,0,Central Health Center,1,0,0,0,1,7.7272727272727275,0.12790697674418605,0.04666666666666667,2,0,0.6873333333333334
113,1,6,"Cardiac, General, Multi-specialty",1,10,1,0,Central Medical Facility,1,1,1,0,0,10.272727272727273,0.05263157894736842,0.084,2,1,0.8652
361,1,27,"Cardiac, General, Multi-specialty, Neuro",1,84,1,1,Hope Bayview Health System,1,1,1,1,0,4.247058823529412,0.07458563535911603,0.4146666666666667,2,2,1.3044
63,1,11,"Cardiac, Neuro",1,10,0,0,Fifth Memorial Hospital,1,0,0,1,0,5.7272727272727275,0.171875,0.017333333333333333,2,0,0.6785333333333333
336,0,17,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,45,1,0,Westend Regional Health Center,1,1,1,1,1,7.304347826086956,0.050445103857566766,0.38133333333333336,1,1,0.7277333333333333
116,0,6,"Cancer, Cardiac, Multi-specialty",1,12,1,0,Greenwood Mercy Hospital,1,1,0,0,1,8.923076923076923,0.05128205128205128,0.088,1,1,0.5664
629,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,82,1,0,Springfield Health System,1,1,1,1,1,7.578313253012048,0.046031746031746035,0.772,2,1,1.2249333333333334
64,0,7,"Cardiac, Multi-specialty",1,9,1,0,Greenwood Healthcare Center,1,1,0,0,0,6.4,0.1076923076923077,0.018666666666666668,1,1,0.5522666666666667
65,1,30,"Cancer, Cardiac, General, Multi-specialty",1,14,0,1,Grace Uptown Medical Complex,1,1,1,0,1,4.333333333333333,0.45454545454545453,0.02,2,1,1.006
129,1,10,"General, Multi-specialty",0,16,1,0,First Unity Hospital,0,1,1,0,0,7.588235294117647,0.07692307692307693,0.10533333333333333,1,1,0.5982666666666667
108,0,7,"Cancer, Cardiac, Neuro",1,12,1,0,Westside Regional Healthcare Facility,1,0,0,1,1,8.307692307692308,0.06422018348623854,0.07733333333333334,1,1,0.5698666666666666
87,1,9,"Cancer, General, Multi-specialty",1,11,1,0,Parkview Grace Health System,0,1,1,0,1,7.25,0.10227272727272728,0.04933333333333333,2,1,0.8748
259,1,10,"Cancer, Cardiac, Multi-specialty",1,25,1,0,Cedar Heights Medical Center 1,1,1,0,0,1,9.961538461538462,0.038461538461538464,0.2786666666666667,2,1,0.9502666666666666
274,1,19,"Cancer, Cardiac, General, Neuro",1,30,0,0,Greenfield Medical Complex,1,0,1,1,1,8.838709677419354,0.06909090909090909,0.2986666666666667,2,0,0.8162666666666667
82,0,11,Cancer,0,11,1,0,Hope Greenwood Hospital,0,0,0,0,1,6.833333333333333,0.13253012048192772,0.042666666666666665,0,1,0.28613333333333335
331,1,10,Cardiac,1,39,1,0,Third General Healthcare Facility,1,0,0,0,0,8.275,0.030120481927710843,0.37466666666666665,2,1,0.9790666666666665
76,1,21,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,13,1,1,Greenfield Trauma Healthcare Center,1,1,1,1,1,5.428571428571429,0.2727272727272727,0.034666666666666665,2,2,1.1503999999999999
102,0,8,"General, Multi-specialty, Neuro",1,12,1,0,Greenwood Faith Health System,0,1,1,1,0,7.846153846153846,0.07766990291262135,0.06933333333333333,1,1,0.5741333333333333
614,1,34,"Cardiac, Multi-specialty, Neuro",1,90,1,0,Maple Grove Medical Facility,1,1,0,1,0,6.747252747252747,0.055284552845528454,0.752,2,1,1.2522666666666669
112,1,7,"General, Neuro",0,14,0,0,Meadowview Medical Center,0,0,1,1,0,7.466666666666667,0.061946902654867256,0.08266666666666667,1,0,0.37146666666666667
173,1,12,Neuro,1,20,0,0,Grace Fairview Medical Facility,0,0,0,1,0,8.238095238095237,0.06896551724137931,0.164,2,0,0.7292000000000001
115,1,10,"Cardiac, Multi-specialty, Neuro",1,12,1,0,First Trauma Healthcare Facility,1,1,0,1,0,8.846153846153847,0.08620689655172414,0.08666666666666667,2,1,0.8926666666666667
145,1,8,"General, Multi-specialty",0,13,1,0,Southside Emergency Medical Center,0,1,1,0,0,10.357142857142858,0.0547945205479452,0.12666666666666668,1,1,0.5913333333333334
725,1,34,"Cancer, Cardiac, Neuro",1,153,1,0,Parkview Grace Health System 1,1,0,0,1,1,4.707792207792208,0.046831955922865015,0.9,2,1,1.2966666666666669
118,1,5,"Multi-specialty, Neuro",1,9,1,0,Harborview Medical Complex,0,1,0,1,0,11.8,0.04201680672268908,0.09066666666666667,2,1,0.8605333333333333
90,1,10,"Cardiac, Multi-specialty",1,11,1,0,Parkview Health System,1,1,0,0,0,7.5,0.10989010989010989,0.05333333333333334,2,1,0.8826666666666667
137,1,20,"Cancer, Cardiac, General, Multi-specialty",1,21,1,1,Saint Northview Healthcare Center,1,1,1,0,1,6.2272727272727275,0.14492753623188406,0.116,2,2,1.1681333333333335
107,1,7,"Cancer, Cardiac, General",1,12,0,0,Central Unity Health Center,1,0,1,0,1,8.23076923076923,0.06481481481481481,0.076,2,0,0.6694666666666667
330,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,78,1,1,Pinecrest Grace Hospital,1,1,1,1,1,4.177215189873418,0.08761329305135952,0.37333333333333335,2,2,1.3053333333333335
276,1,19,"Cancer, Cardiac, Multi-specialty, Neuro",1,38,1,0,Lakeside Community Medical Center 1,1,1,0,1,1,7.076923076923077,0.06859205776173286,0.30133333333333334,2,1,1.0170666666666668
63,1,10,"Cancer, General, Neuro",1,10,1,0,Southwest Clinic,0,0,1,1,1,5.7272727272727275,0.15625,0.017333333333333333,2,1,0.8718666666666666
146,1,11,"Cardiac, General, Multi-specialty",1,16,1,0,Westside Hospital,1,1,1,0,0,8.588235294117647,0.07482993197278912,0.128,2,1,0.9117333333333334
649,0,23,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,100,1,0,Saint Bridgeport Hospital,1,1,1,1,1,6.425742574257426,0.03538461538461538,0.7986666666666666,1,1,0.8929333333333334
561,1,29,"Cancer, Cardiac, Multi-specialty, Neuro",1,138,1,1,Third Memorial Medical Center,1,1,0,1,1,4.0359712230215825,0.051601423487544484,0.6813333333333333,2,2,1.3977333333333335
451,1,35,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,84,1,1,Brighton Unity Health System,1,1,1,1,1,5.305882352941176,0.07743362831858407,0.5346666666666666,2,2,1.3937333333333335
289,1,21,"Cancer, Cardiac, Multi-specialty, Neuro",1,50,1,1,Brighton Saint Health System,1,1,0,1,1,5.666666666666667,0.07241379310344828,0.31866666666666665,2,2,1.2356
200,1,11,"Cancer, Cardiac, Neuro",1,28,1,0,Southside Hospital,1,0,0,1,1,6.896551724137931,0.05472636815920398,0.2,2,1,0.9333333333333332
110,1,8,General,1,11,1,0,Greenwood Healthcare Facility,0,0,1,0,0,9.166666666666666,0.07207207207207207,0.08,2,1,0.8773333333333334
78,0,10,"General, Multi-specialty",1,10,1,0,Grace Northview Medical Facility,0,1,1,0,0,7.090909090909091,0.12658227848101267,0.037333333333333336,1,1,0.5778666666666666
78,0,9,"Cancer, General",1,9,1,0,First Regional Hospital,0,0,1,0,1,7.8,0.11392405063291139,0.037333333333333336,1,1,0.5711999999999999
106,1,12,"Cancer, General, Multi-specialty",1,12,1,0,Stonebridge Trauma Medical Center,0,1,1,0,1,8.153846153846153,0.11214953271028037,0.07466666666666667,2,1,0.9024000000000001
357,0,20,"Cardiac, General, Multi-specialty, Neuro",1,50,1,0,Hillcrest Regional Healthcare Facility,1,1,1,1,0,7.0,0.055865921787709494,0.4093333333333333,1,1,0.7561333333333333
398,1,30,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,95,1,1,Blackstone Health Center,1,1,1,1,1,4.145833333333333,0.07518796992481203,0.464,2,2,1.3392
539,1,25,"Cancer, Cardiac, General, Neuro",1,66,1,0,Bridgeport Medical Facility 1,1,0,1,1,1,8.044776119402986,0.046296296296296294,0.652,2,1,1.1622666666666668
318,1,15,"Cancer, Cardiac, Multi-specialty, Neuro",1,37,0,0,Grace Brookside Medical Complex,1,1,0,1,1,8.368421052631579,0.047021943573667714,0.35733333333333334,2,0,0.8071999999999999
218,1,18,"Cancer, Cardiac, General, Multi-specialty",1,35,0,1,Fourth Community Medical Facility,1,1,1,0,1,6.055555555555555,0.0821917808219178,0.224,2,1,0.9872
126,1,5,"Cancer, Multi-specialty, Neuro",1,11,1,0,Bridgeport Healthcare Health Center,0,1,0,1,1,10.5,0.03937007874015748,0.10133333333333333,2,1,0.8637333333333334
131,1,12,"Cancer, Neuro",1,16,1,0,Downtown Grace Healthcare Center,0,0,0,1,1,7.705882352941177,0.09090909090909091,0.108,2,1,0.9124000000000001
624,1,27,"Cancer, General, Multi-specialty, Neuro",1,128,1,1,Eastside Medical Complex,0,1,1,1,1,4.837209302325581,0.0432,0.7653333333333333,2,2,1.4096
55,1,10,"Cancer, Cardiac",1,10,1,0,Metro Clinic 1,1,0,0,0,1,5.0,0.17857142857142858,0.006666666666666667,2,1,0.8686666666666667
320,1,10,"Cancer, General",1,43,0,0,Hope Central Healthcare Center,0,0,1,0,1,7.2727272727272725,0.03115264797507788,0.36,2,0,0.7746666666666666
721,1,30,"Cancer, Cardiac, General, Multi-specialty",1,175,1,1,Main Mercy Health System,1,1,1,0,1,4.096590909090909,0.04155124653739612,0.8946666666666667,2,2,1.4684000000000001
65,0,7,"Cardiac, General, Neuro",1,9,0,0,Cedar Heights General Clinic,1,0,1,1,0,6.5,0.10606060606060606,0.02,1,0,0.3526666666666667
136,1,9,"Cardiac, Neuro",1,13,1,0,Clearwater Faith Health System,1,0,0,1,0,9.714285714285714,0.06569343065693431,0.11466666666666667,2,1,0.8944000000000001
600,1,24,"Cancer, Cardiac, Multi-specialty, Neuro",1,87,1,0,Hillcrest Health Center,1,1,0,1,1,6.818181818181818,0.03993344425956739,0.7333333333333333,2,1,1.1800000000000002
118,1,6,"Cancer, Multi-specialty",0,13,0,0,Ridgeview Healthcare Center,0,1,0,0,1,8.428571428571429,0.05042016806722689,0.09066666666666667,1,0,0.36719999999999997
248,1,19,"General, Multi-specialty",0,29,1,0,Saint Ridgeview Healthcare Facility,0,1,1,0,0,8.266666666666667,0.07630522088353414,0.264,1,1,0.7058666666666666
611,1,30,"Cancer, Cardiac, General, Neuro",1,105,1,1,Main Emergency Medical Facility,1,0,1,1,1,5.764150943396227,0.049019607843137254,0.748,2,2,1.4244
62,1,6,Cardiac,1,9,1,0,Coastal Medical Healthcare Facility,1,0,0,0,0,6.2,0.09523809523809523,0.016,2,1,0.8448
265,0,13,Cardiac,1,28,1,0,Central Grace Clinic,1,0,0,0,0,9.137931034482758,0.04887218045112782,0.2866666666666667,1,1,0.6726666666666667
96,1,7,"Cardiac, Multi-specialty",1,11,1,0,Willow Creek Medical Facility,1,1,0,0,0,8.0,0.07216494845360824,0.06133333333333333,2,1,0.8650666666666667
111,1,5,"Cancer, Cardiac, General",1,13,1,0,Lakeside Hospital 1 2,1,0,1,0,1,7.928571428571429,0.044642857142857144,0.08133333333333333,2,1,0.8577333333333333
585,1,30,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,127,1,1,Hope Springfield Medical Complex,1,1,1,1,1,4.5703125,0.051194539249146756,0.7133333333333334,2,2,1.414
72,1,11,"Cardiac, General, Multi-specialty",1,10,0,0,Fifth Grace Hospital,1,1,1,0,0,6.545454545454546,0.1506849315068493,0.029333333333333333,2,0,0.6821333333333334
86,0,10,General,1,10,0,0,Riverside Faith Health System,0,0,1,0,0,7.818181818181818,0.11494252873563218,0.048,1,0,0.38106666666666666
304,1,25,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,52,1,1,Central Healthcare Healthcare Center,1,1,1,1,1,5.735849056603773,0.08196721311475409,0.33866666666666667,2,2,1.2682666666666667
283,0,19,"General, Multi-specialty, Neuro",1,42,1,0,Oakwood Health System,0,1,1,1,0,6.5813953488372094,0.06690140845070422,0.31066666666666665,1,1,0.7198666666666667
474,1,27,"Cancer, General, Multi-specialty, Neuro",1,73,1,0,Sunset Healthcare Facility 1,0,1,1,1,1,6.405405405405405,0.056842105263157895,0.5653333333333334,2,1,1.1496
596,1,32,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,148,1,1,Memorial Meadowview Medical Facility,1,1,1,1,1,4.0,0.05360134003350084,0.728,2,2,1.4317333333333333
59,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,13,1,1,Main Community Medical Complex,1,1,1,1,1,4.214285714285714,0.48333333333333334,0.012,2,2,1.1969333333333334
287,1,13,Multi-specialty,1,36,1,0,Eastend Medical Healthcare Center,0,1,0,0,0,7.756756756756757,0.04513888888888889,0.316,2,1,0.9814666666666667
145,1,12,Cancer,1,14,1,0,Springfield Unity Healthcare Center,0,0,0,0,1,9.666666666666666,0.0821917808219178,0.12666666666666668,2,1,0.9180000000000001
61,0,6,"Cardiac, General, Multi-specialty",1,9,1,0,Golden Gate Medical Center,1,1,1,0,0,6.1,0.0967741935483871,0.014666666666666666,1,1,0.5444
186,0,15,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,25,0,0,Lakeside Medical Center,1,1,1,1,1,7.153846153846154,0.08021390374331551,0.18133333333333335,1,0,0.4544
264,1,11,Cardiac,1,37,1,0,Grace Midtown Medical Complex,1,0,0,0,0,6.947368421052632,0.04150943396226415,0.2853333333333333,2,1,0.9589333333333333
109,0,10,Cardiac,1,13,1,0,Fifth Hope Medical Center,1,0,0,0,0,7.785714285714286,0.09090909090909091,0.07866666666666666,1,1,0.5902666666666667
100,0,10,"General, Multi-specialty",1,10,1,0,Northside Regional Healthcare Facility,0,1,1,0,0,9.090909090909092,0.09900990099009901,0.06666666666666667,1,1,0.5866666666666667
75,1,10,General,1,10,0,0,Bridgeport General Clinic 1,0,0,1,0,0,6.818181818181818,0.13157894736842105,0.03333333333333333,2,0,0.6766666666666666
54,1,9,"Cancer, Neuro",1,9,0,0,Riverside Health Center,0,0,0,1,1,5.4,0.16363636363636364,0.005333333333333333,2,0,0.6616
614,1,23,"Cancer, General, Multi-specialty, Neuro",1,90,1,0,Fairview Healthcare Facility,0,1,1,1,1,6.747252747252747,0.03739837398373984,0.752,2,1,1.1789333333333334
384,1,20,"Cancer, Cardiac, Multi-specialty",1,62,1,0,Hope Central Medical Complex,1,1,0,0,1,6.095238095238095,0.05194805194805195,0.44533333333333336,2,1,1.0669333333333333
362,1,14,General,1,46,1,0,Second Regional Hospital,0,0,1,0,0,7.702127659574468,0.03856749311294766,0.416,2,1,1.0181333333333333
73,0,6,"Cardiac, Neuro",1,9,1,0,Greenfield Regional Clinic,1,0,0,1,0,7.3,0.08108108108108109,0.030666666666666665,1,1,0.5492
655,1,26,"Cancer, Cardiac, Multi-specialty, Neuro",1,96,1,0,Bayview Mercy Medical Facility,1,1,0,1,1,6.752577319587629,0.039634146341463415,0.8066666666666666,2,1,1.2153333333333334
178,1,16,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,23,0,0,Ridgeview Clinic,1,1,1,1,1,7.416666666666667,0.0893854748603352,0.17066666666666666,2,0,0.7578666666666667
113,1,11,Cancer,1,12,0,0,Meadowview Healthcare Facility,0,0,0,0,1,8.692307692307692,0.09649122807017543,0.084,2,0,0.6985333333333333
166,1,15,"Cancer, Cardiac, Multi-specialty, Neuro",1,17,0,0,Mercy Lakeside Healthcare Center,1,1,0,1,1,9.222222222222221,0.08982035928143713,0.15466666666666667,2,0,0.7464
351,1,24,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,60,1,1,Fifth Medical Medical Complex,1,1,1,1,1,5.754098360655738,0.06818181818181818,0.4013333333333333,2,2,1.2804000000000002
173,1,20,"Cancer, Cardiac, Multi-specialty, Neuro",1,26,1,0,Mountain View Faith Hospital,1,1,0,1,1,6.407407407407407,0.11494252873563218,0.164,2,1,0.9825333333333333
603,1,24,"Cancer, Cardiac, Neuro",1,83,1,0,Eastend General Medical Center,1,0,0,1,1,7.178571428571429,0.039735099337748346,0.7373333333333333,2,1,1.1812
314,1,20,"Cancer, General, Multi-specialty, Neuro",0,52,0,0,Springfield Medical Center 1,0,1,1,1,1,5.9245283018867925,0.06349206349206349,0.352,1,0,0.5389333333333333
129,1,8,"Cancer, Multi-specialty",1,13,0,0,Parkview Medical Center,0,1,0,0,1,9.214285714285714,0.06153846153846154,0.10533333333333333,2,0,0.6849333333333333
67,1,7,"Cancer, Neuro",1,9,1,0,Mercy Clearwater Health Center,0,0,0,1,1,6.7,0.10294117647058823,0.02266666666666667,2,1,0.8534666666666666
615,1,30,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,127,1,1,Main Community Healthcare Center,1,1,1,1,1,4.8046875,0.048701298701298704,0.7533333333333333,2,2,1.426
51,1,5,Cancer,0,9,1,0,Northview Regional Clinic,0,0,0,0,1,5.1,0.09615384615384616,0.0013333333333333333,1,1,0.5337333333333333
300,1,12,"Cancer, General, Neuro",1,38,1,0,Harborview Healthcare Medical Complex,0,0,1,1,1,7.6923076923076925,0.03986710963455149,0.3333333333333333,2,1,0.98
486,1,33,"Cardiac, General, Multi-specialty, Neuro",1,99,1,1,Maple Grove Clinic 1,1,1,1,1,0,4.86,0.06776180698151951,0.5813333333333334,2,2,1.3943999999999999
199,1,28,"Cancer, Cardiac, General, Multi-specialty",1,38,1,1,Lakeside Medical Complex,1,1,1,0,1,5.102564102564102,0.14,0.19866666666666666,2,2,1.2462666666666669
314,1,18,"Cancer, Cardiac, General, Neuro",1,44,1,0,Saint Greenfield Healthcare Center,1,0,1,1,1,6.977777777777778,0.05714285714285714,0.352,2,1,1.0255999999999998
705,1,31,"Cancer, Cardiac, Multi-specialty, Neuro",1,149,1,1,Third Emergency Hospital,1,1,0,1,1,4.7,0.043909348441926344,0.8733333333333333,2,2,1.4686666666666668
122,1,12,"Cancer, General, Multi-specialty",1,12,1,0,Sunrise Unity Healthcare Facility,0,1,1,0,1,9.384615384615385,0.0975609756097561,0.096,2,1,0.9088
305,1,10,Cancer,1,31,1,0,Riverside Hope Healthcare Center,0,0,0,0,1,9.53125,0.032679738562091505,0.34,2,1,0.9686666666666666
255,1,15,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,35,0,0,Clearwater Medical Complex,1,1,1,1,1,7.083333333333333,0.05859375,0.2733333333333333,2,0,0.7819999999999999
328,1,19,"Cancer, Cardiac, General, Multi-specialty, Neuro",0,40,1,0,Eastend Medical Facility,1,1,1,1,1,8.0,0.057750759878419454,0.37066666666666664,1,1,0.7378666666666667
325,1,11,Cancer,1,43,1,0,Grace Metro Medical Complex,0,0,0,0,1,7.386363636363637,0.03374233128834356,0.36666666666666664,2,1,0.9833333333333333
239,1,21,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,50,1,1,First Memorial Health System,1,1,1,1,1,4.686274509803922,0.0875,0.252,2,2,1.2156
132,0,9,"Cardiac, Multi-specialty",1,14,0,0,Greenwood Saint Medical Center,1,1,0,0,0,8.8,0.06766917293233082,0.10933333333333334,1,0,0.3928
265,1,16,"Cancer, Cardiac, General",1,30,1,0,Parkview Community Clinic,1,0,1,0,1,8.548387096774194,0.06015037593984962,0.2866666666666667,2,1,0.9926666666666666
285,1,20,"Cancer, Multi-specialty, Neuro",1,48,1,0,Brighton Hospital,0,1,0,1,1,5.816326530612245,0.06993006993006994,0.31333333333333335,2,1,1.0273333333333332
101,0,10,"Cancer, General, Neuro",0,14,1,0,Uptown Medical Center,0,0,1,1,1,6.733333333333333,0.09803921568627451,0.068,0,1,0.2870666666666667
336,0,15,"Cancer, Cardiac, General",1,41,1,0,Memorial Sunset Healthcare Center,1,0,1,0,1,8.0,0.04451038575667656,0.38133333333333336,1,1,0.7144
87,1,9,"Cancer, Multi-specialty",0,10,1,0,Central Trauma Healthcare Facility,0,1,0,0,1,7.909090909090909,0.10227272727272728,0.04933333333333333,1,1,0.5748
67,1,7,Neuro,1,9,0,0,Springfield Regional Healthcare Center,0,0,0,1,0,6.7,0.10294117647058823,0.02266666666666667,2,0,0.6534666666666666
167,1,11,Neuro,1,21,1,0,Eastend General Medical Center 1,0,0,0,1,0,7.590909090909091,0.06547619047619048,0.156,2,1,0.9201333333333334
125,1,12,"Cancer, Cardiac, General",0,17,1,0,Southwest Health Center,1,0,1,0,1,6.944444444444445,0.09523809523809523,0.1,1,1,0.6100000000000001
797,1,30,"Cardiac, General, Multi-specialty, Neuro",1,149,1,1,Northview Health System,1,1,1,1,0,5.3133333333333335,0.03759398496240601,0.996,2,2,1.4988
355,1,23,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,66,0,1,Mercy Clearwater Hospital,1,1,1,1,1,5.298507462686567,0.06460674157303371,0.4066666666666667,2,1,1.0753333333333333
99,1,8,"Cancer, Cardiac",1,11,0,0,Second Trauma Medical Complex,1,0,0,0,1,8.25,0.08,0.06533333333333333,2,0,0.6729333333333333
618,1,29,"Cancer, General, Multi-specialty",1,153,1,1,Sunrise Unity Health Center,0,1,1,0,1,4.012987012987013,0.046849757673667204,0.7573333333333333,2,2,1.4205333333333332
85,1,11,"Cardiac, General",1,10,0,0,Southside Trauma Health System,1,0,1,0,0,7.7272727272727275,0.12790697674418605,0.04666666666666667,2,0,0.6873333333333334
58,1,5,"General, Neuro",1,9,0,0,Redwood Health System,0,0,1,1,0,5.8,0.0847457627118644,0.010666666666666666,2,0,0.6365333333333333
107,0,12,General,1,15,1,0,Silverlake Medical Complex,0,0,1,0,0,6.6875,0.1111111111111111,0.076,1,1,0.6028
50,1,9,"Cancer, General, Neuro",0,9,1,0,Saint Metro Healthcare Facility,0,0,1,1,1,5.0,0.17647058823529413,0.0,1,1,0.56
428,1,20,"Cancer, Cardiac, Multi-specialty, Neuro",1,61,1,1,Fifth Faith Medical Complex,1,1,0,1,1,6.903225806451613,0.046620046620046623,0.504,2,2,1.2845333333333333
210,1,25,"Cancer, General, Multi-specialty, Neuro",1,46,1,1,Golden Gate Memorial Healthcare Facility,0,1,1,1,1,4.468085106382978,0.11848341232227488,0.21333333333333335,2,2,1.2306666666666668
